CHORD_ROOT,CHORD_TYPE,CHORD_STRUCTURE,FINGER_POSITIONS,NOTE_NAMES,FRETS
A,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Gb C Eb A,"x, x, 4, 5, 4, 5"
A,dim7,1;b3;b5;bb7,"2,x,1,3,1,x",A Gb C Eb,"5, x, 4, 5, 4, x"
A,dim7,1;b3;b5;bb7,"x,x,x,2,1,3",Eb Gb C,"x, x, x, 8, 7, 8"
A,dim7,1;b3;b5;bb7,"x,0,x,2,1,3",A Eb Gb C,"x, 0, x, 8, 7, 8"
A,dim7,1;b3;b5;bb7,"x,0,x,x,3,1",A Eb Gb,"x, 0, x, x, 4, 2"
A,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",A Eb Gb C,"x, 0, 1, 11, 1, x"
A,dim7,1;b3;b5;bb7,"2,x,1,3,x,x",A Gb C,"5, x, 4, 5, x, x"
A,dim7,1;b3;b5;bb7,"x,3,1,2,x,x",Gb A Eb,"x, 9, 7, 8, x, x"
A,dim7,1;b3;b5;bb7,"x,3,1,2,x,x",A C Gb,"x, 0, 10, 11, x, x"
A,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Eb A C Gb,"x, 6, 7, 5, 7, x"
A,dim7,1;b3;b5;bb7,"2,x,1,3,x,x",Gb Eb A,"2, x, 1, 2, x, x"
A,aug,1;3;#5,"x,3,2,1,1,x",C# F A C#,"x, 4, 3, 2, 2, x"
A,aug,1;3;#5,"4,3,2,1,x,x",A C# F A,"5, 4, 3, 2, x, x"
A,aug,1;3;#5,"x,x,4,2,3,1",C# F A C#,"x, x, 11, 10, 10, 9"
A,aug,1;3;#5,"x,0,4,2,3,1",A F A C# F,"x, 0, 3, 2, 2, 1"
A,maj,1;3;5,"x,0,1,2,3,0",A E A C# E,"x, 0, 2, 2, 2, 0"
A,maj,1;3;5,"1,3,4,2,1,1",A E A C# E A,"5, 7, 7, 6, 5, 5"
A,maj,1;3;5,"x,4,3,1,2,1",A C# E A C#,"x, 0, 11, 9, 10, 9"
A,maj,1;3;5,"0,3,x,1,4,0",E C# A E E,"0, 4, x, 2, 5, 0"
A,maj,1;3;5,"x,1,4,x,x,2",C# A A,"x, 4, 7, x, x, 5"
A,maj,1;3;5,"x,0,1,1,1,4",A E A C# A,"x, 0, 2, 2, 2, 5"
A,maj,1;3;5,"x,0,3,2,1,0",A A C# E E,"x, 0, 7, 6, 5, 0"
A,maj,1;3;5,"x,x,x,1,3,2",E A C#,"x, x, x, 9, 10, 9"
A,maj,1;3;5,"x,0,1,1,1,x",A E A C#,"x, 0, 2, 2, 2, x"
A,maj,1;3;5,"x,x,x,2,1,0",C# E E,"x, x, x, 6, 5, 0"
A,maj,1;3;5,"x,0,3,2,1,1",A A C# E A,"x, 0, 7, 6, 5, 5"
A,maj,1;3;5,"x,0,1,3,4,2",A A E A C#,"x, 0, 7, 9, 10, 9"
A,maj,1;3;5,"x,3,1,1,1,x",C# E A C#,"x, 4, 2, 2, 2, x"
A,maj,1;3;5,"2,1,x,x,x,x",A C#,"5, 4, x, x, x, x"
A,maj,1;3;5,"x,1,3,3,3,1",A E A C# E,"x, 0, 2, 2, 2, 0"
A,maj,1;3;5,"x,x,3,1,2,x",C# E A,"x, x, 11, 9, 10, x"
A,maj,1;3;5,"x,3,4,2,1,1",E A C# E A,"x, 7, 7, 6, 5, 5"
A,maj,1;3;5,"x,x,3,2,1,x",A C# E,"x, x, 7, 6, 5, x"
A,13(#11),1;3;5;b7;9;#11;13,"x,1,2,2,4,3",G C# F# B D#,"x, 10, 11, 11, 0, 11"
A,11,1;3;5;b7;9;11,"x,0,0,0,0,0",A D G B E,"x, 0, 0, 0, 0, 0"
A,11,1;3;5;b7;9;11,"x,0,3,2,1,1",A G B D G,"x, 0, 5, 4, 3, 3"
A,11,1;3;5;b7;9;11,"x,0,1,1,2,1",A A D G B,"x, 0, 7, 7, 8, 7"
A,maj9,1;3;5;7;9,"x,0,2,1,0,0",A E G# B E,"x, 0, 2, 1, 0, 0"
A,maj9,1;3;5;7;9,"2,1,4,1,3,x",A C# G# B E,"5, 4, 6, 4, 5, x"
A,maj9,1;3;5;7;9,"x,2,1,4,3,0",A C# G# B E,"x, 0, 11, 1, 0, 0"
A,maj9,1;3;5;7;9,"x,0,1,3,1,4",A E B C# G#,"x, 0, 2, 4, 2, 4"
A,sus2,1;2;5,"x,0,2,3,0,0",A E A B E,"x, 0, 2, 2, 0, 0"
A,sus2,1;2;5,"0,0,1,4,0,0",E A E B B E,"0, 0, 2, 4, 0, 0"
A,sus2,1;2;5,"x,0,1,3,4,1",A A E A B,"x, 0, 7, 9, 10, 7"
A,sus2,1;2;5,"x,0,2,3,0,x",A E A B,"x, 0, 2, 2, 0, x"
A,7(b13),1;3;5;b7;b13,"x,0,2,0,3,1",A E G C# F,"x, 0, 2, 0, 2, 1"
A,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x",A G C D,"5, x, 5, 5, 3, x"
A,m11,1;b3;5;b7;9;11,"x,0,0,3,0,1",A D C B G,"x, 0, 0, 5, 0, 3"
A,m11,1;b3;5;b7;9;11,"1,3,0,0,0,0",A E D G B E,"5, 7, 0, 0, 0, 0"
A,m11,1;b3;5;b7;9;11,"x,0,2,3,1,x",A G C D,"x, 0, 5, 5, 3, x"
A,m11,1;b3;5;b7;9;11,"x,0,3,2,1,4",A G B D A,"x, 0, 5, 4, 3, 5"
A,m11,1;b3;5;b7;9;11,"2,x,3,4,1,0",A G C D E,"5, x, 5, 5, 3, 0"
A,m11,1;b3;5;b7;9;11,"x,0,4,2,1,1",A A C D G,"x, 0, 7, 5, 3, 3"
A,m11,1;b3;5;b7;9;11,"x,0,3,4,0,1",A G C B G,"x, 0, 5, 5, 0, 3"
A,m11,1;b3;5;b7;9;11,"x,0,4,2,1,0",A A C D E,"x, 0, 7, 5, 3, 0"
A,add9,1;3;5;9,"x,0,2,1,0,0",A A C# B E,"x, 0, 7, 6, 0, 0"
A,add9,1;3;5;9,"x,0,1,4,2,0",A E B C# E,"x, 0, 2, 4, 2, 0"
A,add9,1;3;5;9,"1,3,4,2,0,0",A E A C# B E,"5, 7, 7, 6, 0, 0"
A,add9,1;3;5;9,"x,x,3,2,1,4",A C# E B,"x, x, 7, 6, 5, 7"
A,add9,1;3;5;9,"0,3,4,2,0,0",E E A C# B E,"0, 7, 7, 6, 0, 0"
A,add9,1;3;5;9,"x,2,3,1,0,0",E A C# B E,"x, 7, 7, 6, 0, 0"
A,m7b5,1;b3;b5;b7,"2,x,3,4,1,x",A G C Eb,"5, x, 5, 5, 4, x"
A,m,1;b3;5,"x,0,2,3,1,0",A E A C E,"x, 0, 2, 2, 1, 0"
A,m,1;b3;5,"1,3,4,1,1,1",A E A C E A,"5, 7, 7, 5, 5, 5"
A,m,1;b3;5,"x,0,1,3,4,2",A A E A C,"x, 0, 7, 9, 10, 8"
A,m,1;b3;5,"x,0,3,1,1,1",A A C E A,"x, 0, 7, 5, 5, 5"
A,m,1;b3;5,"x,4,2,3,1,0",C E A C E,"x, 3, 2, 2, 1, 0"
A,m,1;b3;5,"x,x,3,1,1,1",A C E A,"x, x, 7, 5, 5, 5"
A,m,1;b3;5,"x,x,x,2,1,0",C E E,"x, x, x, 5, 5, 0"
A,m,1;b3;5,"x,3,4,1,1,1",E A C E A,"x, 7, 7, 5, 5, 5"
A,m,1;b3;5,"x,x,3,1,x,x",A C,"x, x, 7, 5, x, x"
A,m,1;b3;5,"x,x,x,1,1,1",C E A,"x, x, x, 5, 5, 5"
A,m,1;b3;5,"x,0,x,2,1,0",A A C E,"x, 0, x, 2, 1, 0"
A,m,1;b3;5,"x,0,x,1,1,1",A C E A,"x, 0, x, 5, 5, 5"
A,m,1;b3;5,"x,0,1,3,x,2",A A E C,"x, 0, 7, 9, x, 8"
A,m,1;b3;5,"2,x,1,4,x,3",C A E C,"8, x, 7, 9, x, 8"
A,m,1;b3;5,"x,0,3,2,4,x",A C E A,"x, 0, 10, 9, 10, x"
A,m,1;b3;5,"0,x,x,2,3,1",E E A C,"0, x, x, 9, 10, 8"
A,m,1;b3;5,"1,x,3,1,1,x",A A C E,"5, x, 7, 5, 5, x"
A,m,1;b3;5,"x,0,1,4,4,x",A E C E,"x, 0, 2, 5, 5, x"
A,m,1;b3;5,"x,x,x,2,1,0",A C E,"x, x, x, 2, 1, 0"
A,m,1;b3;5,"x,4,2,1,x,x",A C E,"x, 0, 10, 9, x, x"
A,7b5,1;3;b5;b7,"x,0,1,0,2,x",A Eb G C#,"x, 0, 1, 0, 2, x"
A,7b5,1;3;b5;b7,"x,0,2,4,1,3",A G C# Eb A,"x, 0, 5, 6, 4, 5"
A,7b5,1;3;b5;b7,"x,0,1,2,3,4",A A Eb G C#,"x, 0, 7, 8, 8, 9"
A,9(#11),1;3;5;b7;9;#11,"2,x,3,1,1,x",A G B D#,"5, x, 5, 4, 4, x"
A,m7,1;b3;5;b7,"x,0,2,0,1,0",A E G C E,"x, 0, 2, 0, 1, 0"
A,m7,1;b3;5;b7,"1,3,1,1,4,1",A E G C G A,"5, 7, 5, 5, 8, 5"
A,m7,1;b3;5;b7,"x,0,1,4,2,3",A A E G C,"x, 0, 7, 9, 8, 8"
A,m7,1;b3;5;b7,"1,3,1,1,1,1",A E G C E A,"5, 7, 5, 5, 5, 5"
A,m7,1;b3;5;b7,"x,0,2,3,1,4",A E A C G,"x, 0, 2, 2, 1, 3"
A,m7,1;b3;5;b7,"2,x,3,3,x,x",A G C,"5, x, 5, 5, x, x"
A,m7,1;b3;5;b7,"2,x,3,3,3,x",A G C E,"5, x, 5, 5, 5, x"
A,m7,1;b3;5;b7,"x,0,2,0,1,4",A E G C G,"x, 0, 2, 0, 1, 3"
A,m7,1;b3;5;b7,"x,2,1,3,4,x",A C G C,"x, 0, 10, 0, 1, x"
A,m7,1;b3;5;b7,"x,2,1,3,x,x",A C G,"x, 0, 10, 0, x, x"
A,m7,1;b3;5;b7,"x,0,x,0,1,x",A G C,"x, 0, x, 0, 1, x"
A,m7,1;b3;5;b7,"x,0,2,0,1,x",A E G C,"x, 0, 2, 0, 1, x"
A,m7,1;b3;5;b7,"x,0,1,1,1,1",A G C E A,"x, 0, 5, 5, 5, 5"
A,m7,1;b3;5;b7,"x,1,x,x,2,4",A C G,"x, 0, x, x, 1, 3"
A,m7,1;b3;5;b7,"3,x,2,0,1,0",G E G C E,"3, x, 2, 0, 1, 0"
A,m7,1;b3;5;b7,"x,0,3,3,x,x",A G C,"x, 0, 5, 5, x, x"
A,m7,1;b3;5;b7,"2,x,1,3,2,x",C A E G,"8, x, 7, 9, 8, x"
A,m7,1;b3;5;b7,"x,1,3,3,3,3",C G C E A,"x, 3, 5, 5, 5, 5"
A,m7,1;b3;5;b7,"x,x,2,3,1,4",E A C G,"x, x, 2, 2, 1, 3"
A,m7,1;b3;5;b7,"4,x,2,3,1,0",G E A C E,"3, x, 2, 2, 1, 0"
A,dim,1;b3;b5,"x,0,1,2,3,x",A Eb A C,"x, 0, 1, 2, 1, x"
A,dim,1;b3;b5,"x,0,4,3,1,2",A A C Eb A,"x, 0, 7, 5, 4, 5"
A,dim,1;b3;b5,"x,0,1,2,4,3",A A Eb A C,"x, 0, 7, 8, 10, 8"
A,dim,1;b3;b5,"x,0,1,3,x,x",A Eb A,"x, 0, 1, 2, x, x"
A,6,1;3;5;6,"x,0,1,1,1,1",A E A C# F#,"x, 0, 2, 2, 2, 2"
A,6,1;3;5;6,"1,x,3,2,4,1",A A C# F# A,"5, x, 7, 6, 7, 5"
A,6,1;3;5;6,"x,0,2,3,1,0",A C# F# A E,"x, 0, 11, 11, 10, 0"
A,6,1;3;5;6,"x,0,4,1,2,0",A F# A C# E,"x, 0, 4, 2, 2, 0"
A,6,1;3;5;6,"x,x,1,1,1,1",E A C# F#,"x, x, 2, 2, 2, 2"
A,6,1;3;5;6,"x,1,x,2,3,0",F# E A E,"x, 9, x, 9, 10, 0"
A,6,1;3;5;6,"2,x,1,4,3,x",A F# C# E,"5, x, 4, 6, 5, x"
A,6,1;3;5;6,"x,0,3,x,x,x",A F#,"x, 0, 4, x, x, x"
A,6,1;3;5;6,"x,x,3,2,4,0",A C# F# E,"x, x, 7, 6, 7, 0"
A,6,1;3;5;6,"x,x,x,1,1,1",A C# F#,"x, x, x, 2, 2, 2"
A,6,1;3;5;6,"x,x,3,2,4,1",A C# F# A,"x, x, 7, 6, 7, 5"
A,6,1;3;5;6,"x,0,x,2,4,1",A C# F# A,"x, 0, x, 6, 7, 5"
A,6,1;3;5;6,"1,4,x,x,x,x",A F#,"5, 9, x, x, x, x"
A,6,1;3;5;6,"0,0,1,1,1,1",E A E A C# F#,"0, 0, 2, 2, 2, 2"
A,6,1;3;5;6,"x,x,x,2,4,1",C# F# A,"x, x, x, 6, 7, 5"
A,7(#5),1;3;#5;b7,"x,0,3,0,2,1",A F G C# F,"x, 0, 3, 0, 2, 1"
A,7(#5),1;3;#5;b7,"1,x,1,2,3,1",A G C# F A,"5, x, 5, 6, 6, 5"
A,7(#5),1;3;#5;b7,"x,1,2,1,1,x",G C# F A,"x, 10, 11, 10, 10, x"
A,7(#5),1;3;#5;b7,"1,x,2,3,4,x",A G C# F,"5, x, 5, 6, 6, x"
A,7sus4,1;4;5;b7,"x,0,1,0,3,0",A E G D E,"x, 0, 2, 0, 3, 0"
A,7sus4,1;4;5;b7,"1,3,1,4,1,1",A E G D E A,"5, 7, 5, 7, 5, 5"
A,7sus4,1;4;5;b7,"x,0,1,1,2,4",A A D G D,"x, 0, 7, 7, 8, 10"
A,maj7,1;3;5;7,"x,0,2,1,3,0",A E G# C# E,"x, 0, 2, 1, 2, 0"
A,maj7,1;3;5;7,"x,0,4,3,2,1",A A C# E G#,"x, 0, 7, 6, 5, 4"
A,maj7,1;3;5;7,"x,4,3,1,1,1",A C# E G# C#,"x, 0, 11, 9, 9, 9"
A,maj7,1;3;5;7,"1,x,3,4,2,x",A G# C# E,"5, x, 6, 6, 5, x"
A,maj7,1;3;5;7,"x,3,4,1,2,0",G# C# E A E,"x, 11, 11, 9, 10, 0"
A,maj7,1;3;5;7,"x,x,x,1,1,3",A C# G#,"x, x, x, 2, 2, 4"
A,5,1;5,"1,3,x,x,x,x",A E,"5, 7, x, x, x, x"
A,5,1;5,"x,1,1,x,x,x",E A,"x, 7, 7, x, x, x"
A,5,1;5,"x,0,1,1,x,x",A E A,"x, 0, 2, 2, x, x"
A,5,1;5,"x,0,1,x,x,x",A E,"x, 0, 2, x, x, x"
A,5,1;5,"x,0,1,1,4,x",A E A E,"x, 0, 2, 2, 5, x"
A,5,1;5,"4,x,1,1,x,x",A E A,"5, x, 2, 2, x, x"
A,5,1;5,"x,1,3,x,x,x",A E,"x, 0, 2, x, x, x"
A,5,1;5,"1,3,4,x,x,x",A E A,"5, 7, 7, x, x, x"
A,5,1;5,"x,0,1,3,4,x",A A E A,"x, 0, 7, 9, 10, x"
A,5,1;5,"x,x,1,3,x,x",A E,"x, x, 7, 9, x, x"
A,5,1;5,"x,1,3,4,x,x",A E A,"x, 0, 2, 2, x, x"
A,5,1;5,"x,x,1,3,4,x",A E A,"x, x, 7, 9, 10, x"
A,5,1;5,"x,0,1,1,4,4",A E A E A,"x, 0, 2, 2, 5, 5"
A,5,1;5,"x,x,x,1,4,x",A E,"x, x, x, 2, 5, x"
A,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",A G C# D#,"5, x, 5, 6, 4, x"
A,13(#9),1;3;5;b7;#9;11;13,"x,x,1,2,3,4",G C# F# C,"x, x, 5, 6, 7, 8"
A,m6,1;b3;5;6,"x,0,2,3,1,4",A E A C F#,"x, 0, 2, 2, 1, 2"
A,m6,1;b3;5;6,"1,x,3,1,4,1",A A C F# A,"5, x, 7, 5, 7, 5"
A,m6,1;b3;5;6,"x,0,1,3,2,0",A C F# A E,"x, 0, 10, 11, 10, 0"
A,m6,1;b3;5;6,"2,x,1,3,3,3",A F# C E A,"5, x, 4, 5, 5, 5"
A,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x",A C# G Bb,"5, 4, 5, 3, x, x"
A,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",A G C# E Bb,"5, x, 5, 6, 5, 6"
A,7(b9),1;3;5;b7;b9,"x,0,1,3,2,x",A C# G Bb,"x, 0, 11, 0, 11, x"
A,m9,1;b3;5;b7;9,"x,0,2,4,1,3",A E B C G,"x, 0, 2, 4, 1, 3"
A,m9,1;b3;5;b7;9,"x,0,1,1,1,3",A G C E B,"x, 0, 5, 5, 5, 7"
A,m9,1;b3;5;b7;9,"x,2,1,3,4,0",A C G B E,"x, 0, 10, 0, 0, 0"
A,m9,1;b3;5;b7;9,"x,x,2,1,4,3",A C G B,"x, x, 7, 5, 8, 7"
A,m9,1;b3;5;b7;9,"x,2,1,3,4,x",A C G B,"x, 0, 10, 0, 0, x"
A,m9,1;b3;5;b7;9,"x,0,3,4,0,0",A G C B E,"x, 0, 5, 5, 0, 0"
A,m9,1;b3;5;b7;9,"x,0,2,0,0,0",A E G B E,"x, 0, 2, 0, 0, 0"
A,m9,1;b3;5;b7;9,"4,2,1,0,0,x",A C E G B,"5, 3, 2, 0, 0, x"
A,m9,1;b3;5;b7;9,"x,0,1,1,4,3",A G C G B,"x, 0, 5, 5, 8, 7"
A,m9,1;b3;5;b7;9,"1,3,1,1,1,4",A E G C E B,"5, 7, 5, 5, 5, 7"
A,13(b9),1;3;5;b7;b9;11;13,"x,x,1,2,4,3",G C# F# Bb,"x, x, 5, 6, 7, 6"
A,sus4,1;4;5,"x,0,1,1,2,0",A E A D E,"x, 0, 2, 2, 3, 0"
A,sus4,1;4;5,"x,0,3,4,1,1",A A D E A,"x, 0, 7, 7, 5, 5"
A,sus4,1;4;5,"x,0,1,2,3,4",A A E A D,"x, 0, 7, 9, 10, 10"
A,sus4,1;4;5,"x,0,1,1,2,x",A E A D,"x, 0, 2, 2, 3, x"
A,6/9,1;3;5;6;9,"x,0,3,1,0,0",A F# A B E,"x, 0, 4, 2, 0, 0"
A,6/9,1;3;5;6;9,"x,0,1,1,3,4",A F# B E A,"x, 0, 4, 4, 5, 5"
A,6/9,1;3;5;6;9,"x,0,2,1,3,4",A A C# F# B,"x, 0, 7, 6, 7, 7"
B,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",B D# A C# G#,"x, 2, 1, 2, 2, 4"
B,13,1;3;5;b7;9;11;13,"4,x,3,2,1,1",B A C# D# G#,"7, x, 7, 6, 4, 4"
B,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",B A D# G# C#,"7, x, 7, 8, 9, 9"
B,13,1;3;5;b7;9;11;13,"1,3,1,2,4,1",B F# A D# G# B,"7, 9, 7, 8, 9, 7"
B,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",B A D# G#,"7, x, 7, 8, 9, x"
B,13,1;3;5;b7;9;11;13,"x,1,3,2,4,x",D# A C# F#,"x, 6, 7, 6, 7, x"
B,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1",A D# G# B,"x, x, 7, 8, 9, 7"
B,13,1;3;5;b7;9;11;13,"1,4,1,2,1,1",B G# A D# F# B,"7, 11, 7, 8, 7, 7"
B,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",B D# A D,"x, 2, 1, 2, 3, x"
B,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x",B D# A D F#,"7, 6, 7, 7, 7, x"
B,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",B F# A D# F# D,"7, 9, 7, 8, 7, 10"
B,7(#9),1;3;5;b7;#9,"x,1,x,2,3,x",B A D,"x, 2, x, 2, 3, x"
B,9,1;3;5;b7;9,"x,2,1,3,4,x",B D# A C#,"x, 2, 1, 2, 2, x"
B,9,1;3;5;b7;9,"x,1,3,2,4,x",D# A C# F#,"x, 6, 7, 6, 7, x"
B,9,1;3;5;b7;9,"x,x,2,1,3,4",A C# F# B,"x, x, 7, 6, 7, 7"
B,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",F B D# A C# F,"1, 2, 1, 2, 2, 1"
B,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",B D# A C# F B,"7, 6, 7, 6, 6, 7"
B,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",B F A C#,"x, x, 9, 10, 10, 9"
B,maj13,1;3;5;7;9;11;13,"x,1,1,1,2,1",D# G# C# F# A#,"x, 6, 6, 6, 7, 6"
B,maj13,1;3;5;7;9;11;13,"1,1,3,2,1,4",F# B F# A# C# G#,"2, 2, 4, 3, 2, 4"
B,7,1;3;5;b7,"x,2,1,3,0,4",B D# A B F#,"x, 2, 1, 2, 0, 2"
B,7,1;3;5;b7,"x,1,3,1,4,1",B F# A D# F#,"x, 2, 4, 2, 4, 2"
B,7,1;3;5;b7,"1,3,1,2,4,1",B F# A D# A B,"7, 9, 7, 8, 10, 7"
B,7,1;3;5;b7,"x,1,3,3,3,4",B F# B D# A,"x, 2, 4, 4, 4, 5"
B,7,1;3;5;b7,"1,3,1,2,1,1",B F# A D# F# B,"7, 9, 7, 8, 7, 7"
B,7,1;3;5;b7,"x,2,1,2,x,x",B D# A,"x, 2, 1, 2, x, x"
B,7,1;3;5;b7,"x,2,1,3,0,4",B D# A B F#,"x, 2, 1, 2, 0, 2"
B,7,1;3;5;b7,"x,3,2,4,1,x",B D# A B,"x, 2, 1, 2, 0, x"
B,7,1;3;5;b7,"x,x,1,1,1,3",F# B D# A,"x, x, 4, 4, 4, 5"
B,7,1;3;5;b7,"1,x,2,4,3,x",B A D# F#,"7, x, 7, 8, 7, x"
B,7,1;3;5;b7,"x,0,1,2,1,1",A A D# F# B,"x, 0, 7, 8, 7, 7"
B,7,1;3;5;b7,"x,2,1,3,0,x",B D# A B,"x, 2, 1, 2, 0, x"
B,7,1;3;5;b7,"2,0,1,3,0,4",F# A D# A B F#,"2, 0, 1, 2, 0, 2"
B,7,1;3;5;b7,"2,x,1,3,x,x",F# D# A,"2, x, 1, 2, x, x"
B,7,1;3;5;b7,"x,2,1,3,x,4",B D# A F#,"x, 2, 1, 2, x, 2"
B,7,1;3;5;b7,"2,x,1,3,0,4",F# D# A B F#,"2, x, 1, 2, 0, 2"
B,7,1;3;5;b7,"x,0,1,1,1,3",A F# B D# A,"x, 0, 4, 4, 4, 5"
B,7,1;3;5;b7,"1,x,2,3,x,x",B A D#,"7, x, 7, 8, x, x"
B,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",Ab D F B,"4, 5, 3, 4, x, x"
B,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",D Ab B F,"x, 5, 6, 4, 6, x"
B,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",B F Ab D,"x, x, 9, 10, 9, 10"
B,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",B F Ab D,"x, 2, 3, 1, 3, x"
B,dim7,1;b3;b5;bb7,"x,x,1,2,1,3",Ab D F B,"x, x, 6, 7, 6, 7"
B,dim7,1;b3;b5;bb7,"2,x,1,3,1,x",B Ab D F,"7, x, 6, 7, 6, x"
B,dim7,1;b3;b5;bb7,"x,x,0,3,0,4",D Ab B F,"x, x, 0, 1, 0, 1"
B,aug,1;3;#5,"x,3,2,0,0,x",B D# G B,"x, 2, 1, 0, 0, x"
B,aug,1;3;#5,"4,3,2,0,x,x",G B D# G,"3, 2, 1, 0, x, x"
B,aug,1;3;#5,"x,x,4,2,3,1",D# G B D#,"x, x, 1, 0, 0, 11"
B,maj,1;3;5,"x,1,3,3,3,x",B F# B D#,"x, 2, 4, 4, 4, x"
B,maj,1;3;5,"1,3,4,2,1,1",B F# B D# F# B,"7, 9, 9, 8, 7, 7"
B,maj,1;3;5,"x,x,1,2,4,3",B F# B D#,"x, x, 9, 11, 0, 11"
B,13(#11),1;3;5;b7;9;#11;13,"3,x,4,2,1,1",B A C# D# G#,"7, x, 7, 6, 4, 4"
B,11,1;3;5;b7;9;11,"x,1,1,1,1,1",B E A C# F#,"x, 2, 2, 2, 2, 2"
B,11,1;3;5;b7;9;11,"3,x,4,2,1,1",B A C# E A,"7, x, 7, 6, 5, 5"
B,11,1;3;5;b7;9;11,"x,x,1,1,2,1",B E A C#,"x, x, 9, 9, 10, 9"
B,maj9,1;3;5;7;9,"x,2,1,4,3,x",B D# A# C#,"x, 2, 1, 3, 2, x"
B,maj9,1;3;5;7;9,"2,1,4,1,x,x",B D# A# C#,"7, 6, 8, 6, x, x"
B,maj9,1;3;5;7;9,"x,x,4,1,2,1",B C# F# A#,"x, x, 9, 6, 7, 6"
B,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x",B A D E,"7, x, 7, 7, 5, x"
B,m11,1;b3;5;b7;9;11,"x,2,0,3,4,0",B D A C# E,"x, 2, 0, 2, 2, 0"
B,m11,1;b3;5;b7;9;11,"x,x,4,3,1,x",A C# D,"x, x, 7, 6, 3, x"
B,m11,1;b3;5;b7;9;11,"x,0,3,4,2,0",A F# B D E,"x, 0, 4, 4, 3, 0"
B,m11,1;b3;5;b7;9;11,"x,1,x,3,4,0",B A C# E,"x, 2, x, 2, 2, 0"
B,m11,1;b3;5;b7;9;11,"1,x,0,3,4,0",B D E A E,"7, x, 0, 9, 10, 0"
B,m11,1;b3;5;b7;9;11,"2,x,3,4,0,0",B A D B E,"7, x, 7, 7, 0, 0"
B,m7b5,1;b3;b5;b7,"x,2,0,3,4,1",B D A D F,"x, 2, 0, 2, 3, 1"
B,m7b5,1;b3;b5;b7,"x,1,2,1,3,x",B F A D,"x, 2, 3, 2, 3, x"
B,m7b5,1;b3;b5;b7,"2,x,3,4,1,x",B A D F,"7, x, 7, 7, 6, x"
B,m7b5,1;b3;b5;b7,"x,1,3,2,4,x",B F A D,"x, 2, 3, 2, 3, x"
B,m,1;b3;5,"x,1,3,4,2,1",B F# B D F#,"x, 2, 4, 4, 3, 2"
B,m,1;b3;5,"1,3,4,1,1,1",B F# B D F# B,"7, 9, 9, 7, 7, 7"
B,m,1;b3;5,"x,x,1,3,4,2",B F# B D,"x, x, 9, 11, 0, 10"
B,m,1;b3;5,"x,x,3,4,2,1",F# B D F#,"x, x, 4, 4, 3, 2"
B,m,1;b3;5,"x,1,3,4,2,x",B F# B D,"x, 2, 4, 4, 3, x"
B,m,1;b3;5,"x,x,3,2,4,1",D F# B D,"x, x, 0, 11, 0, 10"
B,m,1;b3;5,"x,1,3,4,2,1",B F# B D F#,"x, 2, 4, 4, 3, 2"
B,m,1;b3;5,"x,3,4,1,1,1",F# B D F# B,"x, 9, 9, 7, 7, 7"
B,m,1;b3;5,"x,x,3,1,1,1",B D F# B,"x, x, 9, 7, 7, 7"
B,m,1;b3;5,"x,x,x,3,2,1",B D F#,"x, x, x, 4, 3, 2"
B,m,1;b3;5,"2,x,0,3,x,x",B D D,"7, x, 0, 7, x, x"
B,m,1;b3;5,"x,1,0,x,x,x",B D,"x, 2, 0, x, x, x"
B,m,1;b3;5,"1,x,3,1,1,x",B B D F#,"7, x, 9, 7, 7, x"
B,7b5,1;3;b5;b7,"x,1,2,1,3,x",B F A D#,"x, 2, 3, 2, 4, x"
B,7b5,1;3;b5;b7,"x,x,2,4,1,3",A D# F B,"x, x, 7, 8, 6, 7"
B,7b5,1;3;b5;b7,"x,x,1,2,3,4",B F A D#,"x, x, 9, 10, 10, 11"
B,m7,1;b3;5;b7,"x,2,0,3,0,4",B D A B F#,"x, 2, 0, 2, 0, 2"
B,m7,1;b3;5;b7,"x,1,3,1,2,1",B F# A D F#,"x, 2, 4, 2, 3, 2"
B,m7,1;b3;5;b7,"1,3,1,1,4,1",B F# A D A B,"7, 9, 7, 7, 10, 7"
